Date,Open,High,Low,Close,Adj Close,Volume,Short_MA,Long_MA,Signal,Position,Holdings,Cash,Total,Returns
2020-01-02,145.8699951171875,146.02000427246094,145.0800018310547,145.97000122070312,129.055908203125,5777000,145.97000122070312,145.97000122070312,0,0.0,0.0,100000.0,100000.0,
2020-01-03,143.5,145.3699951171875,143.0,144.27999877929688,127.56173706054688,5752400,145.125,145.125,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-06,144.0,144.1999969482422,142.85000610351562,144.10000610351562,127.40258026123048,7731300,144.78333536783853,144.78333536783853,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-07,144.00999450683594,145.4499969482422,141.3800048828125,144.97999572753906,128.18060302734375,7382900,144.83250045776367,144.83250045776367,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-08,144.8699951171875,145.97999572753906,143.6999969482422,144.9600067138672,128.16293334960938,6605800,144.85800170898438,144.85800170898438,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-09,145.75999450683594,146.02999877929688,144.99000549316406,145.38999938964844,128.5430908203125,6112700,144.94666798909506,144.94666798909506,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-10,145.75,146.17999267578125,144.89999389648438,145.05999755859375,128.2513427734375,5042600,144.96285792759485,144.96285792759485,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-13,145.47999572753906,145.7899932861328,144.72000122070312,145.6999969482422,128.8171844482422,4593200,145.05500030517578,145.05500030517578,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-14,145.0500030517578,146.61000061035156,144.72999572753906,146.52000427246094,129.5421905517578,7037500,145.21777852376303,145.21777852376303,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-15,146.39999389648438,147.39999389648438,146.24000549316406,147.00999450683594,129.9753875732422,4960300,145.39700012207032,145.39700012207032,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-16,147.4199981689453,148.83999633789062,146.1999969482422,148.1999969482422,131.02749633789062,6476000,145.65181801535866,145.65181801535866,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-17,148.41000366210938,149.41000366210938,147.92999267578125,149.1699981689453,131.88510131835938,9083600,145.94499969482422,145.94499969482422,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-21,148.5800018310547,150.1699981689453,148.5,149.27000427246094,131.97354125976562,9543900,146.20076927771936,146.20076927771936,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-22,146.6999969482422,149.17999267578125,146.0,148.25,131.07171630859375,10305300,146.3471429007394,146.3471429007394,0,0.0,0.0,100000.0,100000.0,0.0
