Date,Open,High,Low,Close,Adj Close,Volume,Short_MA,Long_MA,Signal,Position,Holdings,Cash,Total,Returns
2020-01-02,67.42050170898438,68.43399810791016,67.32450103759766,68.43399810791016,68.35554504394531,27278000,68.43399810791016,68.43399810791016,0,0.0,0.0,100000.0,100000.0,
2020-01-03,67.4000015258789,68.6875,67.36599731445312,68.07599639892578,67.99795532226562,23408000,68.25499725341797,68.25499725341797,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-06,67.58149719238281,69.91600036621094,67.55000305175781,69.8905029296875,69.81037902832031,46768000,68.80016581217448,68.80016581217448,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-07,70.02300262451172,70.17500305175781,69.5780029296875,69.75550079345703,69.675537109375,34330000,69.03899955749512,69.03899955749512,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-08,69.74099731445312,70.59249877929688,69.63150024414062,70.25199890136719,70.17146301269531,35314000,69.28159942626954,69.28159942626954,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-09,71.09649658203125,71.43399810791016,70.510498046875,70.989501953125,70.90811920166016,33200000,69.56624984741211,69.56624984741211,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-10,71.47350311279297,71.74700164794922,70.9800033569336,71.447998046875,71.3660888671875,26258000,69.83507101876395,69.83507101876395,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-13,71.76249694824219,72.0739974975586,71.26850128173828,72.00150299072266,71.91896057128906,30730000,70.10587501525879,70.10587501525879,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-14,72.0,72.13150024414062,71.38849639892578,71.52950286865234,71.44750213623047,26076000,70.26405588785808,70.26405588785808,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-15,71.6510009765625,72.03900146484375,71.58300018310547,71.95999908447266,71.87750244140625,21550000,70.43365020751953,70.43365020751953,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-16,72.27249908447266,72.53500366210938,72.0,72.50800323486328,72.42488098144531,26080000,70.62222775545987,70.62222775545987,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-17,73.12699890136719,74.02749633789062,72.82749938964844,73.97599792480469,73.89119720458984,52424000,70.90170860290527,70.90170860290527,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-21,73.94999694824219,74.49400329589844,73.510498046875,74.11250305175781,74.02754211425781,48930000,71.14869279127855,71.14869279127855,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-22,74.48650360107422,75.02899932861328,74.13300323486328,74.19349670410156,74.10844421386719,28458000,71.36617878505162,71.36617878505162,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-23,74.37750244140625,74.67500305175781,74.01599884033203,74.2344970703125,74.14939880371094,26650000,71.55740000406901,71.55740000406901,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-24,74.64099884033203,74.70999908447266,73.15899658203125,73.30850219726562,73.2244644165039,29786000,71.6668438911438,71.6668438911438,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-27,71.5770034790039,71.8290023803711,70.9749984741211,71.58650207519531,71.50444030761719,34132000,71.66211790197036,71.66211790197036,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-28,72.08699798583984,72.73999786376953,71.51799774169922,72.5250015258789,72.44186401367188,29724000,71.71005588107639,71.71005588107639,0,0.0,0.0,100000.0,100000.0,0.0
