Date,Open,High,Low,Close,Adj Close,Volume,Short_MA,Long_MA
2020-01-02,139.7899932861328,141.10000610351562,139.25999450683594,141.08999633789062,122.85286712646484,10803700,141.08999633789062,141.08999633789062
2020-01-03,137.5,139.22999572753906,137.0800018310547,138.33999633789062,121.23165130615234,10386800,139.71499633789062,139.71499633789062
2020-01-06,136.55999755859375,138.27000427246094,136.5,138.22999572753906,121.13526916503906,10259000,139.2199961344401,139.2199961344401
2020-01-07,137.27999877929688,137.86000061035156,135.82000732421875,135.8800048828125,119.07589721679688,10531300,138.3849983215332,138.3849983215332
2020-01-08,135.6999969482422,137.5800018310547,135.60000610351562,136.94000244140625,120.0048370361328,9695300,138.09599914550782,138.09599914550782
2020-01-09,138.0500030517578,138.22999572753906,137.0399932861328,137.44000244140625,120.44294738769533,9469000,137.98666636149088,137.98666636149088
2020-01-10,137.2100067138672,137.25,135.80999755859375,136.07000732421875,119.2423858642578,10190900,137.71285792759485,137.71285792759485
2020-01-13,136.19000244140625,137.1999969482422,135.75999450683594,137.1999969482422,120.232666015625,12355200,137.64875030517578,137.64875030517578
2020-01-14,137.94000244140625,140.75999450683594,137.69000244140625,138.8000030517578,121.63477325439452,24906000,137.77666727701822,137.77666727701822
2020-01-15,137.85000610351562,138.60000610351562,136.14999389648438,136.72000122070312,119.81201171875,16293400,137.6710006713867,137.6710006713867
2020-01-16,137.4499969482422,137.89999389648438,136.83999633789062,137.25,120.27644348144533,10783800,137.63272788307884,137.63272788307884
2020-01-17,137.5399932861328,138.2899932861328,137.32000732421875,138.1999969482422,121.10895538330078,14697700,137.68000030517578,137.68000030517578
2020-01-21,137.19000244140625,138.07000732421875,136.69000244140625,136.83999633789062,119.91715240478516,8474200,137.6153846153846,137.6153846153846
2020-01-22,137.24000549316406,137.39999389648438,136.3800048828125,136.67999267578125,119.77693939208984,7549100,137.54857090541296,137.54857090541296
2020-01-23,135.7100067138672,136.74000549316406,134.72000122070312,136.5399932861328,119.65424346923828,9345700,137.48133239746093,137.48133239746093
2020-01-24,136.3699951171875,136.42999267578125,132.32000732421875,133.14999389648438,116.68348693847656,15166400,137.2106237411499,137.2106237411499
2020-01-27,130.27000427246094,132.94000244140625,129.7100067138672,132.02999877929688,115.7020034790039,12860500,136.905881096335,136.905881096335
