Date,Open,High,Low,Close,Adj Close,Volume,Short_MA,Long_MA
2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,72.96044921875,135480400,75.0875015258789,75.0875015258789
2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.25112915039062,146322800,74.72249984741211,74.72249984741211
2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,72.82684326171875,118387200,74.79833221435547,74.79833221435547
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.48433685302734,108872000,74.74812507629395,74.74812507629395
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.65034484863281,132079200,74.95800018310547,74.95800018310547
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.2147445678711,170108400,75.3662503560384,75.3662503560384
2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.38478088378906,140644800,75.68285696847099,75.68285696847099
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,76.99531555175781,121532000,76.1274995803833,76.1274995803833
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,75.95564270019531,161954400,76.3544438680013,76.3544438680013
2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.63013458251953,121923600,76.50249938964843,76.50249938964843
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,76.57750701904297,108829200,76.71227195046164,76.71227195046164
2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,77.42530822753906,137816400,76.95979118347168,76.95979118347168
2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,76.9006118774414,110843200,77.12769200251653,77.12769200251653
2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,77.17509460449219,101832400,77.29178564889091,77.29178564889091
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,77.5467529296875,104472000,77.45950012207031,77.45950012207031
2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,77.32327270507812,146537600,77.59187507629395,77.59187507629395
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,75.04955291748047,161940000,77.57102966308594,77.57102966308594
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,77.17266845703125,162234000,77.67388916015625,77.67388916015625
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,78.78805541992188,216229200,77.85342126143605,77.85342126143605
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,78.67389678955078,126743200,78.00912513732911,78.00912513732911
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.18560791015625,199588400,78.12362518310547,77.97904786609467
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,74.97911071777344,173788400,78.26400032043458,77.94204573197798
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.45445251464844,136616400,78.5021255493164,78.01902207084323
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,78.08601379394531,118826800,78.79037551879883,78.11666711171468
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,78.99940490722656,105425600,79.06562538146973,78.24410034179688
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,77.92560577392578,117684000,79.19562530517578,78.3119233938364
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,78.29570770263672,109348800,79.33587532043457,78.38879648844402
