Date,Open,High,Low,Close,Adj Close,Volume,Short_MA,Long_MA,Signal,Position
2020-01-02,139.7899932861328,141.10000610351562,139.25999450683594,141.08999633789062,122.8528823852539,10803700,141.08999633789062,141.08999633789062,0,
2020-01-03,137.5,139.22999572753906,137.0800018310547,138.33999633789062,121.2316665649414,10386800,139.71499633789062,139.71499633789062,0,0.0
2020-01-06,136.55999755859375,138.27000427246094,136.5,138.22999572753906,121.13525390625,10259000,139.2199961344401,139.2199961344401,0,0.0
2020-01-07,137.27999877929688,137.86000061035156,135.82000732421875,135.8800048828125,119.07587432861328,10531300,138.3849983215332,138.3849983215332,0,0.0
2020-01-08,135.6999969482422,137.5800018310547,135.60000610351562,136.94000244140625,120.00479125976562,9695300,138.09599914550782,138.09599914550782,0,0.0
2020-01-09,138.0500030517578,138.22999572753906,137.0399932861328,137.44000244140625,120.4429702758789,9469000,137.98666636149088,137.98666636149088,0,0.0
2020-01-10,137.2100067138672,137.25,135.80999755859375,136.07000732421875,119.2423858642578,10190900,137.71285792759485,137.71285792759485,0,0.0
2020-01-13,136.19000244140625,137.1999969482422,135.75999450683594,137.1999969482422,120.23260498046876,12355200,137.64875030517578,137.64875030517578,0,0.0
2020-01-14,137.94000244140625,140.75999450683594,137.69000244140625,138.8000030517578,121.63478088378906,24906000,137.77666727701822,137.77666727701822,0,0.0
2020-01-15,137.85000610351562,138.60000610351562,136.14999389648438,136.72000122070312,119.81200408935548,16293400,137.6710006713867,137.6710006713867,0,0.0
2020-01-16,137.4499969482422,137.89999389648438,136.83999633789062,137.25,120.27645874023438,10783800,137.63272788307884,137.63272788307884,0,0.0
2020-01-17,137.5399932861328,138.2899932861328,137.32000732421875,138.1999969482422,121.1089859008789,14697700,137.68000030517578,137.68000030517578,0,0.0
2020-01-21,137.19000244140625,138.07000732421875,136.69000244140625,136.83999633789062,119.91715240478516,8474200,137.6153846153846,137.6153846153846,0,0.0
2020-01-22,137.24000549316406,137.39999389648438,136.3800048828125,136.67999267578125,119.77691650390624,7549100,137.54857090541296,137.54857090541296,0,0.0
2020-01-23,135.7100067138672,136.74000549316406,134.72000122070312,136.5399932861328,119.65423583984376,9345700,137.48133239746093,137.48133239746093,0,0.0
2020-01-24,136.3699951171875,136.42999267578125,132.32000732421875,133.14999389648438,116.68350219726562,15166400,137.2106237411499,137.2106237411499,0,0.0
2020-01-27,130.27000427246094,132.94000244140625,129.7100067138672,132.02999877929688,115.70198822021484,12860500,136.905881096335,136.905881096335,0,0.0
2020-01-28,132.83999633789062,134.97000122070312,132.47999572753906,134.42999267578125,117.80518341064452,13062800,136.76833173963757,136.76833173963757,0,0.0
2020-01-29,134.80999755859375,135.5399932861328,133.69000244140625,134.22999572753906,117.62993621826172,9326000,136.63473510742188,136.63473510742188,0,0.0
2020-01-30,132.69000244140625,136.1300048828125,132.69000244140625,135.88999938964844,119.08465576171876,9048900,136.5974983215332,136.5974983215332,0,0.0
2020-01-31,134.49000549316406,134.8300018310547,131.47000122070312,132.36000061035156,115.99119567871094,12785200,136.16099853515624,136.39571271623885,0,0.0
2020-02-03,132.66000366210938,134.24000549316406,132.66000366210938,133.3699951171875,116.87627410888672,10021100,135.9124984741211,136.25818009810015,0,0.0
2020-02-04,135.5500030517578,136.60000610351562,135.0800018310547,135.2899932861328,118.55882263183594,9157100,135.76549835205077,136.21608501931897,0,0.0
2020-02-05,136.57000732421875,137.72999572753906,136.00999450683594,137.58999633789062,120.57440185546876,10150700,135.8509979248047,136.27333132425943,0,0.0
2020-02-06,138.24000549316406,138.2899932861328,137.11000061035156,137.61000061035156,120.59192657470705,8992300,135.88449783325194,136.3267980957031,0,0.0
2020-02-07,136.72999572753906,137.6699981689453,136.3000030517578,137.1699981689453,120.20632934570312,6379800,135.8709976196289,136.35922886775091,0,0.0
2020-02-10,136.9499969482422,137.85000610351562,136.75,137.74000549316406,120.70586395263672,5960700,135.95449752807616,136.4103687427662,0,0.0
2020-02-11,138.25999450683594,138.82000732421875,137.77999877929688,138.0,120.93368530273438,6578600,135.99449768066407,136.4671412876674,0,0.0
2020-02-12,138.60000610351562,139.2899932861328,137.8000030517578,138.0,120.93368530273438,7958000,135.95449752807616,136.5199984846444,0,0.0
2020-02-13,137.75,138.33999633789062,136.39999389648438,137.8800048828125,120.82854461669922,7447500,136.01249771118165,136.56533203125,0,0.0
2020-02-14,137.83999633789062,138.19000244140625,136.94000244140625,137.4600067138672,120.46051025390624,6627600,136.022998046875,136.5941925048828,0,0.0
2020-02-18,137.33999633789062,137.7100067138672,135.0500030517578,135.63999938964844,118.8655776977539,8996400,135.8949981689453,136.56437397003174,0,0.0
2020-02-19,136.91000366210938,138.38999938964844,136.33999633789062,137.49000549316406,120.4867935180664,7071200,135.927498626709,136.59242341012666,0,0.0
2020-02-20,137.1699981689453,138.36000061035156,136.52999877929688,137.49000549316406,120.4867935180664,7422800,135.96799926757814,136.61882288315718,0,0.0
2020-02-21,136.5500030517578,136.9199981689453,134.9199981689453,135.80999755859375,119.01454162597656,9772800,135.93149948120117,136.59571358816964,0,0.0
2020-02-24,131.44000244140625,133.1999969482422,130.8000030517578,132.16000366210938,115.81595611572266,13618400,135.88199996948242,136.47249942355683,0,0.0
2020-02-25,131.0,132.22999572753906,125.58999633789062,126.26000213623048,110.64558410644533,20797200,135.5935001373291,136.19648598335883,0,0.0
2020-02-26,126.93000030517578,128.9499969482422,126.33999633789062,126.63999938964844,110.9785614013672,24825600,135.20400047302246,135.94499949405068,0,0.0
2020-02-27,122.91000366210938,125.62000274658205,121.3000030517578,121.37000274658205,106.3603057861328,23005500,134.5610008239746,135.57128162873096,0,0.0
2020-02-28,117.5199966430664,118.48999786376952,112.66000366210938,116.11000061035156,101.75081634521484,45931400,133.57200088500977,135.0847496032715,0,0.0
2020-03-02,116.62999725341795,121.58000183105467,114.45999908447266,121.5199966430664,106.49176788330078,27355400,133.0300006866455,134.75390197009574,0,0.0
2020-03-03,120.97000122070312,122.9499969482422,116.23999786376952,116.95999908447266,102.49571228027344,32547700,132.20950088500976,134.33023761567614,0,0.0
2020-03-04,118.33000183105467,120.19000244140624,114.6999969482422,119.8499984741211,105.0282745361328,25795900,131.43750114440917,133.99348786819812,0,0.0
2020-03-05,115.66999816894533,116.43000030517578,112.58000183105467,113.97000122070312,99.87547302246094,25025600,130.2565013885498,133.53840862620962,0,0.0
