Date,Open,High,Low,Close,Adj Close,Volume,Short_MA,Long_MA,Signal,Position
2020-01-02,158.77999877929688,160.72999572753906,158.3300018310547,160.6199951171875,154.21568298339844,22622100,160.6199951171875,160.6199951171875,0,
2020-01-03,158.32000732421875,159.9499969482422,158.05999755859375,158.6199951171875,152.29539489746094,21116200,159.6199951171875,159.6199951171875,0,0.0
2020-01-06,157.0800018310547,159.10000610351562,156.50999450683594,159.02999877929688,152.68905639648438,20813700,159.42332967122397,159.42332967122397,0,0.0
2020-01-07,159.32000732421875,159.6699981689453,157.32000732421875,157.5800018310547,151.296875,21634100,158.96249771118164,158.96249771118164,0,0.0
2020-01-08,158.92999267578125,160.8000030517578,157.9499969482422,160.08999633789062,153.70680236816406,27746500,159.18799743652343,159.18799743652343,0,0.0
2020-01-09,161.83999633789062,162.22000122070312,161.02999877929688,162.08999633789062,155.62704467773438,21385000,159.67166392008463,159.67166392008463,0,0.0
2020-01-10,162.82000732421875,163.22000122070312,161.17999267578125,161.33999633789062,154.90696716308594,20725900,159.90999712262834,159.90999712262834,0,0.0
2020-01-13,161.75999450683594,163.30999755859375,161.25999450683594,163.27999877929688,156.7696075439453,21626500,160.3312473297119,160.3312473297119,0,0.0
2020-01-14,163.38999938964844,163.60000610351562,161.72000122070312,162.1300048828125,155.66546630859375,23477400,160.53110928005643,160.53110928005643,0,0.0
2020-01-15,162.6199951171875,163.94000244140625,162.57000732421875,163.17999267578125,156.67361450195312,21417900,160.7959976196289,160.7959976196289,0,0.0
2020-01-16,164.35000610351562,166.24000549316406,164.02999877929688,166.1699981689453,159.5443572998047,23865400,161.28454312411222,161.28454312411222,0,0.0
2020-01-17,167.4199981689453,167.47000122070312,165.42999267578125,167.10000610351562,160.43728637695312,34371700,161.7691650390625,161.7691650390625,0,0.0
2020-01-21,166.67999267578125,168.19000244140625,166.42999267578125,166.5,159.86119079589844,29517200,162.13307542067307,162.13307542067307,0,0.0
2020-01-22,167.39999389648438,167.49000549316406,165.67999267578125,165.6999969482422,159.09312438964844,24138800,162.38785552978516,162.38785552978516,0,0.0
2020-01-23,166.19000244140625,166.8000030517578,165.27000427246094,166.72000122070312,160.0724639892578,19680800,162.67666524251302,162.67666524251302,0,0.0
2020-01-24,167.50999450683594,167.52999877929688,164.4499969482422,165.0399932861328,158.4594268798828,24918100,162.82437324523926,162.82437324523926,0,0.0
2020-01-27,161.14999389648438,163.3800048828125,160.1999969482422,162.27999877929688,155.80947875976562,32078100,162.79235121783088,162.79235121783088,0,0.0
2020-01-28,163.77999877929688,165.75999450683594,163.07000732421875,165.4600067138672,158.86270141601562,24899900,162.940554300944,162.940554300944,0,0.0
2020-01-29,167.83999633789062,168.75,165.69000244140625,168.0399932861328,161.33978271484375,34754500,163.20894582648026,163.20894582648026,0,0.0
2020-01-30,174.0500030517578,174.0500030517578,170.7899932861328,172.77999877929688,165.89083862304688,51597500,163.6874984741211,163.6874984741211,0,0.0
2020-01-31,172.2100067138672,172.39999389648438,169.5800018310547,170.22999572753906,163.44248962402344,36142700,164.16799850463866,163.99904596237909,1,1.0
2020-02-03,170.42999267578125,174.5,170.39999389648438,174.3800048828125,167.42703247070312,30107000,164.95599899291992,164.4709077314897,1,0.0
2020-02-04,177.13999938964844,180.63999938964844,176.30999755859375,180.1199951171875,172.93817138671875,36433300,166.01049880981446,165.1513028352157,1,0.0
2020-02-05,184.02999877929688,184.1999969482422,178.41000366210938,179.89999389648438,172.72689819335938,39186300,167.12649841308593,165.7658316294352,1,0.0
2020-02-06,180.97000122070312,183.82000732421875,180.05999755859375,183.6300048828125,176.3081817626953,27751400,168.30349884033205,166.48039855957032,1,0.0
2020-02-07,182.8500061035156,185.6300048828125,182.47999572753903,183.88999938964844,176.55783081054688,33529100,169.39349899291992,167.1499985914964,1,0.0
2020-02-10,183.5800018310547,188.83999633789065,183.25,188.6999969482422,181.176025390625,35844300,170.7614990234375,167.94814667878327,1,0.0
2020-02-11,190.6499938964844,190.6999969482422,183.5,184.44000244140625,177.08590698242188,53159900,171.81949920654296,168.53714152744837,1,0.0
2020-02-12,185.5800018310547,185.8500061035156,181.8500061035156,184.7100067138672,177.3451385498047,47062900,172.9484992980957,169.0948265338766,1,0.0
2020-02-13,183.0800018310547,186.22999572753903,182.8699951171875,183.7100067138672,176.38502502441406,35295800,173.975,169.58199920654295,1,0.0
2020-02-14,183.25,185.41000366210935,182.6499938964844,185.3500061035156,177.95960998535156,23149500,174.93400039672852,170.0906445903163,1,0.0
2020-02-18,185.61000061035156,187.6999969482422,185.5,187.22999572753903,179.76466369628906,27792200,175.94049987792968,170.6262493133545,1,0.0
2020-02-19,188.05999755859375,188.17999267578125,186.47000122070312,187.27999877929688,180.3038330078125,29997500,176.97949981689453,171.13090838808003,1,0.0
2020-02-20,186.9499969482422,187.25,181.1000061035156,184.4199981689453,177.5503387451172,36862400,177.91549987792968,171.52176396987016,1,0.0
2020-02-21,183.1699981689453,183.5,177.25,178.58999633789062,171.93753051757812,48572600,178.50899963378907,171.72371346609933,1,0.0
2020-02-24,167.77000427246094,174.5500030517578,163.22999572753906,170.88999938964844,164.5243377685547,68311100,178.80149993896484,171.70055474175348,1,0.0
2020-02-25,174.1999969482422,174.83999633789062,167.64999389648438,168.07000732421875,161.8094024658203,68073300,179.09100036621095,171.60243183857685,1,0.0
2020-02-26,169.7100067138672,173.25999450683594,168.2100067138672,170.1699981689453,163.8311309814453,56206100,179.32649993896484,171.56473621569182,1,0.0
2020-02-27,163.32000732421875,167.02999877929688,157.97999572753906,158.17999267578125,152.2877655029297,93174900,178.8334999084473,171.2215376633864,1,0.0
2020-02-28,152.41000366210938,163.7100067138672,152.0,162.00999450683594,155.97511291503906,97012700,178.2949996948242,170.99124908447266,1,0.0
2020-03-02,165.30999755859375,172.9199981689453,162.30999755859375,172.7899932861328,166.35354614257812,71030800,178.4229995727539,171.03512089426926,1,0.0
2020-03-03,173.8000030517578,175.0,162.25999450683594,164.50999450683594,158.3819580078125,71677000,177.92949905395508,170.8797607421875,1,0.0
2020-03-04,168.49000549316406,170.6999969482422,165.6199951171875,170.5500030517578,164.19699096679688,49814400,177.45099945068358,170.87209195868914,1,0.0
2020-03-05,166.0500030517578,170.8699951171875,165.69000244140625,166.27000427246094,160.076416015625,47817300,176.7694999694824,170.7674990567294,1,0.0
2020-03-06,162.61000061035156,163.11000061035156,156.0,161.57000732421875,155.551513671875,72821100,175.6665000915527,170.5631103515625,1,0.0
2020-03-09,151.0,157.75,150.0,150.6199951171875,145.00938415527344,70419300,174.00299987792968,170.12956436820653,1,0.0
2020-03-10,158.16000366210938,161.02999877929688,152.5800018310547,160.9199981689453,154.92567443847656,65354400,172.61399993896484,169.93361615120097,1,0.0
2020-03-11,157.1300048828125,157.6999969482422,151.14999389648438,153.6300048828125,147.90728759765625,56371600,171.07350006103516,169.59395758310953,1,0.0
2020-03-12,145.3000030517578,153.47000122070312,138.5800018310547,139.05999755859375,133.87998962402344,93226400,168.79099960327147,168.9708155417929,0,-1.0
2020-03-13,147.5,161.91000366210938,140.72999572753906,158.8300018310547,152.91355895996094,92727400,167.5469993591309,168.76799926757812,0,0.0
2020-03-16,140.0,149.35000610351562,135.0,135.4199981689453,130.37559509277344,87905900,165.05049896240234,168.2639993286133,0,0.0
2020-03-17,140.0,147.5,135.0,146.57000732421875,141.1102752685547,81059800,163.01749954223632,168.02299957275392,0,0.0
2020-03-18,138.0,146.0,135.02000427246094,140.39999389648438,135.17005920410156,81593200,160.6734992980957,167.65039947509766,0,0.0
2020-03-19,142.77000427246094,150.14999389648438,139.0,142.7100067138672,137.39404296875,85922700,158.5879997253418,167.3529995727539,0,0.0
2020-03-20,146.0,147.10000610351562,135.86000061035156,137.35000610351562,132.2336883544922,84866200,156.52600021362304,166.8981997680664,0,0.0
2020-03-23,137.00999450683594,140.57000732421875,132.52000427246094,135.97999572753906,130.9147491455078,78975200,154.78050003051757,166.37599975585937,0,0.0
2020-03-24,143.75,149.60000610351562,141.27000427246094,148.33999633789062,142.81430053710938,82516700,153.79399948120118,166.11599975585938,0,0.0
2020-03-25,148.91000366210938,154.3300018310547,144.44000244140625,146.9199981689453,141.4472198486328,75638200,152.63149948120116,165.78879974365233,0,0.0
2020-03-26,148.39999389648438,156.66000366210938,148.3699951171875,156.11000061035156,150.29489135742188,64568100,152.5279998779297,165.66839965820313,0,0.0
2020-03-27,151.75,154.88999938964844,149.1999969482422,149.6999969482422,144.12362670898438,57042300,151.9125,165.39879974365235,0,0.0
2020-03-30,152.44000244140625,160.60000610351562,150.00999450683594,160.22999572753906,154.26141357421875,63420300,151.2845001220703,165.27999969482423,0,0.0
2020-03-31,159.39999389648438,164.77999877929688,156.55999755859375,157.7100067138672,151.83531188964844,77927200,150.9445007324219,165.09219970703126,0,0.0
2020-04-01,153.0,157.75,150.82000732421875,152.11000061035156,146.4439239501953,57969900,150.02250061035156,164.8043997192383,0,0.0
2020-04-02,151.86000061035156,155.47999572753906,150.36000061035156,155.25999450683594,149.4765625,49630700,149.4720001220703,164.59559967041017,0,0.0
2020-04-03,155.10000610351562,157.3800048828125,152.19000244140625,153.8300018310547,148.0998077392578,41243300,149.08499984741212,164.33779968261717,0,0.0
2020-04-06,160.32000732421875,166.5,157.5800018310547,165.27000427246094,159.1136474609375,67111700,149.81750030517577,164.34239990234374,0,0.0
2020-04-07,169.58999633789062,170.0,163.25999450683594,163.49000549316406,157.3999786376953,62769000,149.9460006713867,164.3666000366211,0,0.0
2020-04-08,165.6699981689453,166.6699981689453,163.5,165.1300048828125,158.97891235351562,48318200,150.52100067138673,164.36,0,0.0
2020-04-09,166.36000061035156,167.3699951171875,163.3300018310547,165.13999938964844,158.98851013183594,51385100,151.82500076293945,164.30200012207033,0,0.0
2020-04-13,164.35000610351562,165.57000732421875,162.3000030517578,165.50999450683594,159.34474182128906,41905300,152.15900039672852,164.1566000366211,0,0.0
2020-04-14,169.0,173.75,168.0,173.6999969482422,167.22964477539062,52874300,154.07300033569337,164.22600006103517,0,0.0
2020-04-15,171.1999969482422,173.57000732421875,169.24000549316406,171.8800048828125,165.4774932861328,40940800,155.33850021362304,164.17600006103515,0,0.0
2020-04-16,174.3000030517578,177.27999877929688,172.89999389648438,177.0399932861328,170.44525146484375,50479600,157.17050018310547,164.11440002441407,0,0.0
2020-04-17,179.5,180.0,175.8699951171875,178.60000610351562,171.94715881347656,52765600,158.9650001525879,164.0884002685547,0,0.0
2020-04-20,176.6300048828125,178.75,174.99000549316406,175.05999755859375,168.53900146484375,36669600,160.8504997253418,163.9170001220703,0,0.0
2020-04-21,173.5,173.6699981689453,166.11000061035156,167.82000732421875,161.56869506835938,56203700,162.44250030517577,163.59560028076172,0,0.0
2020-04-22,171.38999938964844,174.0,170.82000732421875,173.52000427246094,167.056396484375,34620200,163.7015007019043,163.29200042724608,1,1.0
2020-04-23,174.11000061035156,175.05999755859375,170.91000366210938,171.4199981689453,165.0345916748047,32790800,164.9265007019043,163.0316003417969,1,0.0
2020-04-24,172.05999755859375,174.55999755859375,170.7100067138672,174.5500030517578,168.0480194091797,34277600,165.8485008239746,162.82840026855467,1,0.0
2020-04-27,176.58999633789062,176.89999389648438,173.3000030517578,174.0500030517578,167.56661987304688,33194400,167.06600112915038,162.6352001953125,1,0.0
2020-04-28,175.58999633789062,175.6699981689453,169.38999938964844,169.80999755859375,163.48452758789062,34392700,167.5450012207031,162.32440002441408,1,0.0
2020-04-29,173.22000122070312,177.67999267578125,171.8800048828125,177.42999267578125,170.82069396972656,51286600,168.53100051879883,162.1283999633789,1,0.0
2020-04-30,180.0,180.3999938964844,176.22999572753906,179.2100067138672,172.53440856933594,53875900,169.8860008239746,161.96700012207032,1,0.0
2020-05-01,175.8000030517578,178.63999938964844,174.00999450683594,174.57000732421875,168.06723022460938,39370500,170.85150146484375,161.77000030517578,1,0.0
2020-05-04,174.49000549316406,179.0,173.8000030517578,178.83999633789062,172.17820739746094,30372900,172.10200119018555,161.77500030517578,1,0.0
2020-05-05,180.6199951171875,183.6499938964844,179.89999389648438,180.7599945068359,174.02667236328125,36839200,172.8765007019043,161.97240020751954,1,0.0
