Date,Open,High,Low,Close,Adj Close,Volume,Short_MA,Long_MA,Signal,Position,Holdings,Cash,Total,Returns
2020-01-02,206.75,209.7899932861328,206.27000427246097,209.77999877929688,209.34979248046875,12077100,209.77999877929688,209.77999877929688,0,0.0,0.0,100000.0,100000.0,
2020-01-03,207.2100067138672,210.3999938964844,206.9499969482422,208.6699981689453,208.24208068847656,11188400,209.2249984741211,209.2249984741211,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-06,206.6999969482422,212.77999877929688,206.52000427246097,212.6000061035156,212.1640167236328,17058900,210.3500010172526,210.3500010172526,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-07,212.82000732421875,214.5800018310547,211.75,213.05999755859375,212.62306213378903,14912400,211.0275001525879,211.0275001525879,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-08,213.0,216.2400054931641,212.61000061035156,215.22000122070312,214.7786407470703,13475000,211.86600036621093,211.86600036621093,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-09,217.5399932861328,218.3800048828125,216.27999877929688,218.3000030517578,217.8523406982422,12642800,212.9383341471354,212.9383341471354,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-10,219.1999969482422,219.8800048828125,217.4199981689453,218.05999755859375,217.61280822753903,12119400,213.67000034877233,213.67000034877233,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-13,219.6000061035156,221.97000122070312,219.2100067138672,221.91000366210935,221.45492553710935,14463400,214.70000076293945,214.70000076293945,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-14,221.61000061035156,222.3800048828125,218.6300048828125,219.05999755859375,218.6107635498047,13288900,215.1844448513455,215.1844448513455,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-15,220.61000061035156,221.67999267578125,220.13999938964844,221.1499938964844,220.69647216796875,10036500,215.78099975585937,215.78099975585937,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-16,222.57000732421875,222.6300048828125,220.38999938964844,221.77000427246097,221.31521606445312,10015300,216.3254547119141,216.3254547119141,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-17,222.02999877929688,222.2899932861328,220.52999877929688,222.13999938964844,221.6844482421875,15905900,216.81000010172525,216.81000010172525,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-21,222.16000366210935,222.3699951171875,219.1199951171875,221.44000244140625,220.98590087890625,14275800,217.16615412785455,217.16615412785455,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-22,222.30999755859375,222.75,221.27999877929688,221.32000732421875,220.8661346435547,12212800,217.46285792759485,217.46285792759485,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-23,220.75,221.4900054931641,219.27000427246097,219.7599945068359,219.309326171875,11195000,217.61600036621093,217.61600036621093,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-24,220.8000030517578,221.77999877929688,216.11000061035156,217.94000244140625,217.4930725097656,11905800,217.63625049591064,217.63625049591064,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-27,213.1000061035156,216.05999755859375,212.5,214.8699951171875,214.4293670654297,13810700,217.47352959127988,217.47352959127988,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-28,216.13999938964844,218.7400054931641,213.52000427246097,217.7899932861328,217.34336853027344,13413800,217.49111090766056,217.49111090766056,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-29,221.44000244140625,224.1999969482422,218.4499969482422,223.22999572753903,222.772216796875,33181300,217.7931574771279,217.7931574771279,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-30,206.52999877929688,211.42999267578125,204.75,209.52999877929688,209.10031127929688,48775500,217.37999954223633,217.37999954223633,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-31,208.42999267578125,208.69000244140625,201.05999755859375,201.91000366210935,201.49594116210935,31359900,216.98649978637695,216.64333307175409,1,1.0,201.91000366210935,99798.08999633789,100000.0,0.0
