Date,Open,High,Low,Close,Adj Close,Volume,Short_MA,Long_MA,Signal,Position,Holdings,Cash,Total,Returns
2020-01-02,28.299999237060547,28.713333129882812,28.11400032043457,28.68400001525879,28.68400001525879,142981500,28.68400001525879,28.68400001525879,0,0.0,0.0,100000.0,100000.0,
2020-01-03,29.36666679382324,30.266666412353516,29.128000259399418,29.534000396728516,29.534000396728516,266677500,29.109000205993652,29.109000205993652,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-06,29.364667892456055,30.104000091552734,29.333332061767575,30.1026668548584,30.1026668548584,151995000,29.440222422281902,29.440222422281902,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-07,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,31.270666122436523,268231500,29.897833347320557,29.897833347320557,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-08,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500,30.48013343811035,30.48013343811035,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-09,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000,30.74833329518636,30.74833329518636,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-10,32.11933135986328,32.3293342590332,31.579999923706055,31.87666702270508,31.87666702270508,194392500,30.909523827689036,30.909523827689036,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-13,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,34.990665435791016,397764000,31.419666528701782,31.419666528701782,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-14,36.28400039672851,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000,31.91318490770128,31.91318490770128,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-15,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,34.56666564941406,260532000,32.17853298187256,32.17853298187256,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-16,32.91666793823242,34.297332763671875,32.81133270263672,34.232666015625,34.232666015625,326050500,32.36527234857733,32.36527234857733,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-17,33.840667724609375,34.37799835205078,33.54399871826172,34.03333282470703,34.03333282470703,204436500,32.5042773882548,32.5042773882548,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-21,35.349998474121094,36.571998596191406,35.227333068847656,36.47999954223633,36.47999954223633,267052500,32.81010216933031,32.81010216933031,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-22,38.125999450683594,39.633331298828125,37.27333450317383,37.97066879272461,37.97066879272461,470535000,33.17871407100132,33.17871407100132,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-23,37.616668701171875,38.79999923706055,37.040000915527344,38.14666748046875,38.14666748046875,294765000,33.50991096496582,33.50991096496582,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-24,38.04199981689453,38.25733184814453,36.95066833496094,37.654666900634766,37.654666900634766,215304000,33.76895821094513,33.76895821094513,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-27,36.132667541503906,37.62933349609375,35.95199966430664,37.20133209228515,37.20133209228515,204121500,33.970862556906305,33.970862556906305,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-28,37.89933395385742,38.45399856567383,37.2053337097168,37.793331146240234,37.793331146240234,176827500,34.183221922980415,34.183221922980415,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-29,38.37933349609375,39.31999969482422,37.82866668701172,38.732666015625,38.732666015625,267022500,34.422666348909075,34.422666348909075,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-30,42.16133117675781,43.391998291015625,41.20000076293945,42.72066879272461,42.72066879272461,435085500,34.837566471099855,34.837566471099855,0,0.0,0.0,100000.0,100000.0,0.0
2020-01-31,42.66666793823242,43.53333282470703,42.167999267578125,43.371334075927734,43.371334075927734,235789500,35.5719331741333,35.243936357044035,1,1.0,43.371334075927734,99956.62866592407,100000.0,0.0
2020-02-03,44.91266632080078,52.409332275390625,44.90133285522461,52.0,52.0,705975000,36.69523315429687,36.005575613542035,1,0.0,0.0,99956.62866592407,99956.62866592407,-0.0004337133407592564
2020-02-04,58.86399841308594,64.59933471679688,55.59199905395508,59.137332916259766,59.137332916259766,914082000,38.14696645736694,37.01130419192107,1,0.0,0.0,99956.62866592407,99956.62866592407,0.0
2020-02-05,54.88399887084961,56.39866638183594,46.94066619873047,48.97999954223633,48.97999954223633,726357000,39.032433128356935,37.50999983151754,1,0.0,0.0,99956.62866592407,99956.62866592407,0.0
2020-02-06,46.66133117675781,53.05533218383789,45.79999923706055,49.930667877197266,49.930667877197266,598212000,39.88849983215332,38.00682655334472,1,0.0,0.0,99956.62866592407,99956.62866592407,0.0
